Title,Price,Details,URL
House for sale in Kottawa,"Rs 54,000,000","Bedrooms: 7, Bathrooms: 6",https://ikman.lk/en/ad/house-for-sale-in-kottawa-for-sale-colombo-2526
House for sale in Rathmalana,"Rs 50,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-rathmalana-for-sale-colombo-505
House for sale in Colombo 05,"Rs 50,000,000","Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-colombo-05-for-sale-colombo-376
House for Sale in Kesbewa ( Polgasowita ),"Rs 23,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-kesbewa-polgasowita-for-sale-colombo
House for sale in Moratuva,"Rs 55,000,000","Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-moratuva-for-sale-colombo-19
House for sale in warakapola,"Rs 8,400,000","Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/house-for-sale-in-warakapola-for-sale-kegalle-76
කිරිදිවැල නගරයට විනාඩි හතරක දුරින් නිවසක් සහිත ඉඩමක් විකිණීමට,"Rs 23,900,000","Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/kiridivael-ngrytt-vinaaddi-htrk-durin-nivsk-shit-iddmk-vikinniimtt-for-sale-gampaha
Brand New Modern 5BR House – Kandana Prime Location,"Rs 91,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/brand-new-modern-5br-house-kandana-prime-location-for-sale-gampaha
2 Story House For Sale In Bandaragama - CH1677,"Rs 29,500,000","Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/2-story-house-for-sale-in-bandaragama-ch1677-for-sale-kalutara-5
"Modern Luxury Villa for Sale – Nagoda, Kandana","Rs 77,000,000","Bedrooms: 5, Bathrooms: 7",https://ikman.lk/en/ad/modern-luxury-villa-for-sale-nagoda-kandana-for-sale-gampaha
Luxury 2-Storey Fully A/C Residence for Sale Near De Mazenod College,"Rs 120,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/luxury-2-storey-fully-a-c-residence-for-sale-near-de-mazenod-college-for-sale-gampaha-3
Modern 4-Bedroom House with Rooftop Solar Power in Nagoda,"Rs 65,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/modern-4-bedroom-house-with-rooftop-solar-power-in-nagoda-for-sale-gampaha-2
House with Land in Bangalawaththa,"Rs 4,100,000","Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/house-and-land-for-sale-colombo-573
Luxury House for Sale in Kiribathgoda,"Rs 55,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/luxury-house-for-sale-in-kiribathgoda-for-sale-gampaha-345
Brand New 5 Bedrooms House for sale in Piliyandala Polgasowita,"Rs 30,500,000","Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-5-bedrooms-house-for-sale-in-piliyandala-polgasowita-for-sale-colombo-13
House for Sale in Moratuwa,"Rs 50,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-moratuwa-for-sale-colombo-1733
Architecture Design Brand New Box Type House In Kahathuduwa,"Rs 22,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/architecture-design-brand-new-box-type-house-in-kahathuduwa-for-sale-colombo
Good Condition House Sale Athurugiriya,"Rs 37,900,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/good-condition-house-sale-athurugiriya-for-sale-colombo-10
3-Story Modern House for Sale Kadawatha,"Rs 28,500,000","Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/3-story-modern-house-for-sale-kadawatha-for-sale-gampaha-5
Spacious 5-Bedroom House for Sale in Kadawatha,"Rs 33,500,000","Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/spacious-5-bedroom-house-for-sale-in-kadawatha-for-sale-gampaha-64
Brand-New Modern Family Home for Sale in Kadawatha – Weboda,"Rs 24,800,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/brand-new-modern-family-home-for-sale-in-kadawatha-weboda-for-sale-gampaha-21
Modern 2-Story House for Sale in Kadawatha,"Rs 29,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/modern-2-story-house-for-sale-in-kadawatha-for-sale-gampaha-37
New House for Sale in Wattala Enderamulla,"Rs 33,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/new-house-for-sale-in-wattala-enderamulla-for-sale-gampaha-24
Battaramulla lake road luxury house for sale,"Rs 95,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/battaramulla-lake-road-luxury-house-for-sale-for-sale-colombo-1
FEATURED,"Rs 17,500,000",+2,https://ikman.lk/en/ad/house-for-sale-in-galle-for-sale-galle-1661
Luxury 3-Bedroom Home for Sale in Kadawatha,"Rs 69,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/luxury-3-bedroom-home-for-sale-in-kadawatha-for-sale-gampaha-64
Solar Powerd Luxury House for Sale Kesbewa,"Rs 42,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/solar-powerd-luxury-house-for-sale-kesbewa-for-sale-colombo-1
House for Sale in Kadawatha – Prime Location,"Rs 29,500,000","Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-kadawatha-prime-location-for-sale-gampaha-63
Prime Income-Generating 2-Story House for Sale – Mahara Junction,"Rs 45,000,000","Bedrooms: 8, Bathrooms: 4",https://ikman.lk/en/ad/prime-income-generating-2-story-house-for-sale-mahara-junction-for-sale-gampaha-29
House For Sale in Negombo,"Rs 60,000,000","Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-negombo-for-sale-gampaha-11807
10.5P Large House Close to NSBM University Homagama,"Rs 37,000,000","Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/105p-large-house-close-to-nsbm-university-homagama-for-sale-colombo
Single Storied House For Sale Kottawa,"Rs 21,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/single-storied-house-for-sale-kottawa-for-sale-colombo
𝗟𝗨𝗫𝗨𝗥𝗬 𝗛𝗢𝗨𝗦𝗘 𝗙𝗢𝗥 𝗦𝗔𝗟𝗘 – 𝗥𝗔𝗝𝗔𝗚𝗜𝗥𝗜𝗬𝗔,"Rs 180,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/for-sale-colombo-3981
Near Kandy 5 Bed House Weweldeniya,"Rs 14,800,000","Bedrooms: 5, Bathrooms: 1",https://ikman.lk/en/ad/near-kandy-5-bed-house-weweldeniya-for-sale-gampaha
Eye catching |luxurious |House for sale in Panadura,"Rs 132,500,000","Bedrooms: 6, Bathrooms: 4",https://ikman.lk/en/ad/eye-catching-luxurious-house-for-sale-in-panadura-for-sale-kalutara-15
Single Storied Valuable House Sale Athurugiriya,"Rs 21,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/single-storied-valuable-house-sale-athurugiriya-for-sale-colombo-16
House for Sale Boralesgamuwa,"Rs 65,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/house-for-sale-boralesgamuwa-for-sale-colombo-589
Kandy Scottish Designs villas,"Rs 85,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/kandy-scottish-designs-villas-for-sale-kandy-6
Modern Single Storied House Sale Athurugiriya,"Rs 24,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/modern-single-storied-house-sale-athurugiriya-for-sale-colombo-2
Kandy Victoria Reservoirs luxury Holiday villas,"Rs 84,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-villas-for-sale-kandy-22
House for Sale Jaela Dalathura,"Rs 4,800,000","Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/house-for-sale-jaela-dalathura-for-sale-gampaha
Kandy Scottish Designs villas,"Rs 83,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/kandy-scottish-designs-villas-for-sale-kandy-5
Kandy Victoria Reservoirs luxury Holiday,"Rs 83,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-for-sale-kandy-3
Kandy Victoria Reservoirs luxury Holiday villas,"Rs 82,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-villas-for-sale-kandy-21
"New House for Sale in Godagama, Homagama","Rs 22,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/new-house-for-sale-in-godagama-homagama-for-sale-colombo
Modern 02 Story House for Sale Kottawa,"Rs 28,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/modern-02-story-house-for-sale-kottawa-for-sale-colombo
Kandy Scottish Designs villas,"Rs 80,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/kandy-scottish-designs-villas-for-sale-kandy-4
Brand New Modern Two storied house for sale athurugiriya,"Rs 35,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-modern-two-storied-house-for-sale-athurugiriya-for-sale-colombo
House for Sale Near Katubedda Campus,"Rs 59,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/prime-property-for-sale-near-katubedda-campus-for-sale-colombo
Spacious 5 Bedroom Two-Storey House for Sale in Kolonnawa,"Rs 85,000,000","Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/spacious-5-bedroom-two-storey-house-for-sale-in-kolonnawa-for-sale-colombo
Sale Old House with Land in Katuwawala Near 120 Main Road,"Rs 15,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/sale-old-house-with-land-in-katuwawala-near-120-main-road-for-sale-colombo
Modern Two-Storey House for Sale - Malabe,"Rs 140,000,000","Bedrooms: 6, Bathrooms: 3",https://ikman.lk/en/ad/modern-two-storey-house-on-24-perches-for-sale-for-sale-colombo
Brand New 3 Bedrooms House for sale in Homagama Godagama,"Rs 22,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/brand-new-3-bedrooms-house-for-sale-in-homagama-godagama-for-sale-colombo-19
Kandy Victoria Reservoirs luxury Holiday park,"Rs 83,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-park-for-sale-kandy-1
(DH1055) Modern Two Storey House for Sale in Athurugriya,"Rs 37,900,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/dh1055-modern-two-storey-house-for-sale-in-athurugriya-for-sale-colombo-2
Kandy Victoria Reservoirs luxury Holiday villas,"Rs 83,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-villas-for-sale-kandy-4
House For sale in Mellawagedara E04,"Rs 19,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-mellawagedara-e04-for-sale-colombo-7
Brand New House for Sale in Gampaha Delgoda,"Rs 9,500,000","Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/brand-new-house-for-sale-in-gampaha-delgoda-for-sale-gampaha-7
ඉඩකඩ සහිත අලංකාර නවීන අලුත්ම නිවසක් විකිණීමට පොල්ගස්ඕවිට 27M,"Rs 27,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/iddkdd-shit-alnkaar-nviin-alutm-nivsk-vikinniimtt-polgsoovitt-27m-for-sale-colombo
5 Bedrooms House for sale in Piliyandala Kahathuduwa,"Rs 26,500,000","Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/5-bedrooms-house-for-sale-in-piliyandala-kahathuduwa-for-sale-colombo-7
Brand New House for Sale in Gampaha Weliweriya,"Rs 9,500,000","Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/brand-new-house-for-sale-in-gampaha-weliweriya-for-sale-gampaha-12
Brand New 3-Storey House for Sale in Hendala Wattala,"Rs 66,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-3-storey-house-for-sale-in-hendala-wattala-for-sale-gampaha-1
Brand New Five Bedroom Spacious Solid House in Kesbewa Piliyandala,"Rs 39,500,000","Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/brand-new-five-bedroom-spacious-solid-house-in-kesbewa-piliyandala-for-sale-colombo
3 Story House For Sale In Kandy - CH1669,"Rs 35,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/3-story-house-for-sale-in-kandy-ch1669-for-sale-kandy-3
වාහන 10 ක් පමණ නවතා තැබිය හැකි ගෙවත්ත සහිත සුඛෝපභෝගී නිවසක්,"Rs 55,000,000","Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/vaahn-10-k-pmnn-nvtaa-taebiy-haeki-gevtt-shit-sukhoopbhoogii-nivsk-for-sale-colombo
Kottawa Town Brand New House,"Rs 42,500,000","Bedrooms: 7, Bathrooms: 3",https://ikman.lk/en/ad/kottawa-town-brand-new-house-for-sale-colombo
Solid Upstairs All Completed New House For Sale Negombo Dalupotha Area,"Rs 26,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/solid-upstairs-all-completed-new-house-for-sale-negombo-dalupotha-area-for-sale-gampaha
Supar Quality Two Story House for Sale in Piliyandala Makandana,"Rs 39,000,000","Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/supar-quality-two-story-house-for-sale-in-piliyandala-makandana-for-sale-colombo-2
Your Deram kandy Victoria reservoir villa,"Rs 83,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/your-deram-kandy-victoria-reservoir-villa-for-sale-kandy
Digana Scottish island Victoria Reservoirs House,"Rs 85,700,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/digana-scottish-island-victoria-reservoirs-house-for-sale-kandy
Your Deram Kandy Scottish Designs House for Sale-Digana,"Rs 80,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/your-deram-kandy-scottish-designs-house-for-sale-digana-for-sale-kandy
Ready Your Deram Kandy Victoria Reservoirs House for Sale,"Rs 83,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/ready-your-deram-kandy-victoria-reservoirs-house-for-sale-for-sale-kandy
Kandy Victoria Reservoirs luxury Holiday villas,"Rs 80,300,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-villas-for-sale-kandy-9
Kandy Victoria Reservoirs luxury Holidays,"Rs 80,700,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holidays-for-sale-kandy
Kandy Victoria Reservoirs luxury villa,"Rs 80,300,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-villa-for-sale-kandy-1
රාගම නගරයට ඉතා සමීපයෙන් නවීන දෙමහල් නිවසක් විකිණීමට,"Rs 32,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/raagm-ngrytt-itaa-smiipyen-nviin-demhl-nivsk-vikinniimtt-for-sale-gampaha
pitakotte famaliy house for sale in,"Rs 220,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/pitakotte-famaliy-house-for-sale-in-for-sale-colombo
FEATURED,"Rs 75,000,000",+12,https://ikman.lk/en/ad/luxury-brand-new-two-storied-house-for-sale-piliyandala-for-sale-colombo
Kandy Victoria Reservoirs luxury Holiday park,"Rs 80,700,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-park-for-sale-kandy
Kandy Victoria Reservoirs Luxury Holiday Villas,"Rs 80,300,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-victoria-reservoirs-luxury-holiday-villas-for-sale-kandy-5
Brand New Five Bedroom House in Polgasowita . Prime Location,"Rs 30,500,000","Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-five-bedroom-house-in-polgasowita-prime-location-for-sale-colombo
Brand New Modern House for Sale in Negombo,"Rs 26,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/brand-new-modern-house-for-sale-in-negombo-for-sale-gampaha-59
Kandy Digana Bordering Victoria Reservoir House,"Rs 80,700,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/kandy-digana-bordering-victoria-reservoir-house-for-sale-kandy-15
Kurana Higher Residential Area Nice Upstairs House For Sale | Negombo,"Rs 38,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/kurana-higher-residential-area-nice-upstairs-house-for-sale-negombo-for-sale-gampaha
Brand New Super Modern House Sale Malabe,"Rs 41,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-super-modern-house-sale-malabe-for-sale-colombo
Premium 3-Storey Retreat with Pool-Kotte,"Rs 220,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/premium-3-storey-retreat-with-pool-kotte-for-sale-colombo
Homagama Pitipana Brand new House,"Rs 18,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/homagama-pitipana-brand-new-house-for-sale-colombo
Well Build Brand New House Sale Malabe,"Rs 39,000,000","Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/well-build-brand-new-house-sale-malabe-for-sale-colombo-34
Elegant 4-Bedroom House with Rooftop Garden Pannipitiya,"Rs 68,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/elegant-4-bedroom-house-with-rooftop-garden-pannipitiya-for-sale-colombo
Dream House for Sale – Boralesgamuwa 4 Beds,"Rs 49,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/dream-house-for-sale-boralesgamuwa-4-beds-for-sale-colombo
Garden Brand New House For Sale in Negombo,"Rs 22,000,000","Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/garden-brand-new-house-for-sale-in-negombo-for-sale-gampaha-20
Premium Fully Furnished Home – Nedimala,"Rs 180,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/premium-fully-furnished-home-nedimala-for-sale-colombo
"House for Sale – Wijerama, Nugegoda","Rs 45,000,000","Bedrooms: 6, Bathrooms: 3",https://ikman.lk/en/ad/migration-sale-wijerama-nugegoda-for-sale-colombo
Fully Furnished Family House – Kotte,"Rs 79,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/fully-furnished-family-house-kotte-for-sale-colombo
"17.6 Perch, 3 Bedroom House For Sale In Mahara (HO-GAMMA-56)","Rs 20,000,000","Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/176-perch-3-bedroom-house-for-sale-in-mahara-ho-gamma-56-for-sale-gampaha-30
Homagama Godagama Brand new House,"Rs 22,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/homagama-godagama-brand-new-house-for-sale-colombo-1
Exclusive 5BR Family Home – Prime Maharagama Location,"Rs 130,000,000","Bedrooms: 5, Bathrooms: 6",https://ikman.lk/en/ad/exclusive-5br-family-home-prime-maharagama-location-for-sale-colombo
House for sale in kadawatha,"Rs 34,500,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-kadawatha-for-sale-gampaha-3130
House for Sale in Nugegoda ( Delkada ),"Rs 86,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-nugegoda-delkada-for-sale-colombo-2
Luxury Three Storey House for Sale in Thalapathpitiya,"Rs 115,000,000","Bedrooms: 4, Bathrooms: 5",https://ikman.lk/en/ad/luxury-three-storey-house-for-sale-in-thalapathpitiya-for-sale-colombo-1
Newly Renoveted Three Storey House for Sale in Nugegoda,"Rs 107,000,000","Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/newly-renoveted-three-storey-house-for-sale-in-nugegoda-for-sale-colombo
Architect Designed Brand New Luxury House for sale in Nugegoda,"Rs 160,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/architect-designed-brand-new-luxury-house-for-sale-in-nugegoda-for-sale-colombo
Valuable Two Story House for Sale in Hendala Wattala,"Rs 11,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/valuable-two-story-house-for-sale-in-hendala-wattala-for-sale-gampaha-3
Brand New House for Sale in Hokandara (S 03 N),"Rs 59,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-house-for-sale-in-hokandara-s-03-n-for-sale-colombo
FEATURED,"Rs 44,000,000",+17,https://ikman.lk/en/ad/architecture-designed-luxury-two-storey-house-for-sale-in-piliyandala-for-sale-colombo-1
Thalawathugoda 3 BR Luxury's House For Sale in Kalalgoda.,"Rs 48,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/thalawathugoda-3-br-luxurys-house-for-sale-in-kalalgoda-for-sale-colombo
Super Luxury New House Sale in Battaramulla,"Rs 310,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/super-luxury-new-house-sale-in-battaramulla-for-sale-colombo
House with Land for Sale - Kalutara,"Rs 38,220,000","Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/house-with-land-for-sale-kalutara-for-sale-colombo
Super House for Sale Talawatugoda,"Rs 56,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/super-house-for-sale-talawatugoda-for-sale-colombo-10
(CSM2603-001)Modern Luxury House for Sale in Moratuwa,"Rs 68,500,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/csm2603-001modern-luxury-house-for-sale-in-moratuwa-for-sale-colombo-1
(KH711) 4BR House for Sale in Kiribathgoda,"Rs 20,000,000","Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/kh711-4br-house-for-sale-in-kiribathgoda-for-sale-gampaha-2
(KH749) Luxury Two Storey House for sale in Minuwangoda,"Rs 38,500,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/kh749-luxury-two-storey-house-for-sale-in-minuwangoda-for-sale-gampaha-5
(K646)Luxury Two Storey House for Sale in Ragama,"Rs 80,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/k646luxury-two-storey-house-for-sale-in-ragama-for-sale-gampaha-4
Luxury Modern Home for Sale – Depanama (with Furniture),"Rs 68,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/luxury-modern-home-for-sale-depanama-with-furniture-for-sale-colombo-370
(K534) Two Storey House for Sale in Bemmulla,"Rs 18,500,000","Bedrooms: 5, Bathrooms: 1",https://ikman.lk/en/ad/k534-two-storey-house-for-sale-in-bemmulla-for-sale-gampaha-9
(K516) Single Storey House for Sale in Seeduwa,"Rs 18,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/k516-single-storey-house-for-sale-in-seeduwa-for-sale-gampaha-8
(K511) Two Storey House for Sale in Wattala,"Rs 76,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/k511-two-storey-house-for-sale-in-wattala-for-sale-gampaha-5
(K589) Two Storey House for Sale in Yakkala,"Rs 12,900,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/k589-two-storey-house-for-sale-in-yakkala-for-sale-gampaha-9
Thalapathpitiya 3-Story Luxury Home,"Rs 65,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/thalapathpitiya-3-story-luxury-home-for-sale-colombo
House for sale at Godakanda Karapitiya,"Rs 40,000,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-at-godakanda-karapitiya-for-sale-galle
නිදන කාමර 3ක නිවස විකිනීමට Piliyandala Kesbewa,"Rs 17,500,000","Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/nidn-kaamr-3k-nivs-vikiniimtt-piliyandala-kesbewa-for-sale-colombo-1
(CSB2603-005) Luxurious Quality House for Sale in Piliyandala,"Rs 55,000,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/csb2603-005-luxurious-quality-house-for-sale-in-piliyandala-for-sale-colombo-1
"Move-In Ready Super Luxury Home – Lake Rd,Battaramulla","Rs 69,500,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/move-in-ready-super-luxury-home-lake-rdbattaramulla-for-sale-colombo
Luxury House – Thalawatugoda,"Rs 140,000,000","Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/luxury-house-thalawatugoda-for-sale-colombo
Pelawatte Luxury Haven – Modern 4BR Home,"Rs 69,500,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/pelawatte-luxury-haven-modern-4br-home-for-sale-colombo-1
Pelawatta Premium 4-Storey Residence,"Rs 320,000,000","Bedrooms: 9, Bathrooms: 8",https://ikman.lk/en/ad/pelawatta-premium-4-storey-residence-for-sale-colombo
4 Bed 10 Perch New House Piliyandala,"Rs 32,500,000","Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/4-bed-10-perch-new-house-piliyandala-for-sale-colombo-1
(KH724) Super Luxury Two Storey House for Sale in Kochchikade,"Rs 150,000,000","Bedrooms: 5, Bathrooms: 6",https://ikman.lk/en/ad/kh724-super-luxury-two-storey-house-for-sale-in-kochchikade-for-sale-gampaha-1
Modern Family Haven in Palawatta,"Rs 85,000,000","Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/modern-family-haven-in-palawatta-for-sale-colombo
